"","X1","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","ENSMUSG00000090461",4.93111070778084,3.41173868102508,1.37210693797928,2.48649619544201,0.0129007949035976,0.0998191702865757
"2","ENSMUSG00000118038",15.9722793246577,1.50794333924536,0.606452873612812,2.48649714570913,0.0129007604498103,0.0998191702865757
"3","ENSMUSG00000018849",12.5771969345119,2.21281609204334,0.889872707984884,2.48666587050889,0.0128946442935382,0.0998191702865757
"4","ENSMUSG00000020388",8.03000668846897,3.06290717887738,1.23147852769384,2.48717871241589,0.0128760698787182,0.0997604540528103
"5","ENSMUSG00000099582",5.49835564966688,3.7290033595886,1.49919214967904,2.4873418396614,0.0128701666032776,0.0997522743360629
"6","ENSMUSG00000034459",10.6215313423045,2.28957285301418,0.920066495005625,2.4884862838095,0.0128288185608333,0.0994692646363332
"7","ENSMUSG00000024184",22.447755164822,1.2981527744912,0.521473524704348,2.48939344567339,0.0127961269369328,0.0992531851142867
"8","ENSMUSG00000031825",14.1854483773951,1.96536073290201,0.788716617971869,2.49184648594802,0.0127080950141559,0.0986819544155848
"9","ENSMUSG00000035200",9.31977070614569,2.29075455761997,0.919216374075108,2.4920732726556,0.0126999834833956,0.0986561948362831
"10","ENSMUSG00000085274",43.7613755496106,1.01887139575969,0.408812655868012,2.49226970137794,0.0126929614774483,0.0986388826597171
"11","ENSMUSG00000113575",4.91936140956857,3.50834017113549,1.40660400852623,2.49419179091588,0.0126244310496683,0.0982919190844023
"12","ENSMUSG00000020268",70.0268660537225,0.714258950218838,0.286347031556324,2.49438224079632,0.0126176585932378,0.098286123685047
"13","ENSMUSG00000081512",75.5102847907482,0.755885650664426,0.302843617891308,2.49596031089457,0.0125616655606828,0.0979967688771171
"14","ENSMUSG00000116881",16.101712900288,1.73193445344408,0.693886652304284,2.49599044410583,0.0125605985190045,0.0979967688771171
"15","ENSMUSG00000026303",2.66643485185085,4.55201537870414,1.8231148945502,2.49683406806196,0.0125307576596984,0.0979331299359186
"16","ENSMUSG00000033313",13.9973558293346,1.83542308464647,0.734914207498468,2.49746578024933,0.0125084537105814,0.0978584042184687
"17","ENSMUSG00000117987",225.103957006538,2.98819150167484,1.19605306905389,2.49837701937304,0.0124763423937747,0.0976924216238045
"18","ENSMUSG00000086199",6.9119924076032,2.51831936937783,1.00738123451191,2.49986726286201,0.0124239847365911,0.0973204255460878
"19","ENSMUSG00000027712",77.1992728359813,0.864724768739331,0.345905276935221,2.49988891872636,0.012423225324188,0.0973204255460878
"20","ENSMUSG00000104583",3.63824980408729,3.93796017598919,1.57524463818824,2.49990387557734,0.0124227008520095,0.0973204255460878
"21","ENSMUSG00000001281",9.57585354739949,2.31861306356658,0.927028112152195,2.50112486684322,0.0123799520473355,0.097197502186215
"22","ENSMUSG00000113355",2.46541617753365,4.40590692746963,1.76143491987731,2.50131689666769,0.0123732406551978,0.0971918476096875
"23","ENSMUSG00000108155",6.01675852627525,3.12933121359705,1.25101558995393,2.50143262700051,0.0123691974668797,0.0971918476096875
"24","ENSMUSG00000095115",2.9263575757699,4.69114396824041,1.87517496872277,2.50170999852652,0.0123595118982801,0.0971918476096875
"25","ENSMUSG00000044177",15.2279240503266,1.50523770858584,0.601451355232381,2.50267572845399,0.0123258418554348,0.0970318185543753
"26","ENSMUSG00000108238",6.91323568390703,2.74048745848723,1.09429936783699,2.50433066036044,0.0122683317735769,0.0966900540929394
"27","ENSMUSG00000037206",11.5587317646352,2.41239703888603,0.962736567404197,2.50577065478101,0.0122184844790532,0.0963710132656023
"28","ENSMUSG00000007594",145.177771837021,0.674130023915535,0.268902102741522,2.50697193157888,0.0121770380924205,0.0961490095023854
"29","ENSMUSG00000048191",40.0077366546755,0.969117679733871,0.386485932092682,2.50751088011521,0.012158483838879,0.0960563472876699
"30","ENSMUSG00000097403",40.7800781126825,0.951685056062118,0.379516945810005,2.50762203524518,0.0121546602454331,0.0960563472876699
"31","ENSMUSG00000018217",12.9769379821261,2.30635045930073,0.919614636507021,2.50795318793637,0.012143275334335,0.0960354803343372
"32","ENSMUSG00000074637",18.8257109649737,1.42573016104727,0.568353704870728,2.50852620266029,0.0121235976159773,0.0959167211617001
"33","ENSMUSG00000102215",7.38156733133635,2.62490863442352,1.04634250007204,2.50865145422536,0.0121193001569197,0.0959167211617001
"34","ENSMUSG00000006445",34.291234629263,3.89262842311828,1.55151529443736,2.50892043222166,0.0121100759170559,0.0958834714202296
"35","ENSMUSG00000048703",5.42525731747499,3.01107158170699,1.19960858821913,2.51004503575374,0.0120715765051106,0.0956890991225601
"36","ENSMUSG00000053228",5.86344758563423,2.8527625998128,1.13590160985321,2.51145220243279,0.0120235567118718,0.0953455028984402
"37","ENSMUSG00000085705",2.53338607746754,4.44170261033955,1.76855126571602,2.51149214413147,0.0120221961697122,0.0953455028984402
"38","ENSMUSG00000096938",55.8214064597747,1.01634583166899,0.404265991618659,2.51405226444993,0.0119352744831328,0.0949710322912659
"39","ENSMUSG00000000223",25.7020768543855,1.32373647474384,0.526382627447797,2.51477994469929,0.0119106700576333,0.0948520775719731
"40","ENSMUSG00000030922",108.064786254863,0.61989352948902,0.246272356020014,2.5171056122866,0.0118323355491451,0.0944109348314494
"41","ENSMUSG00000085304",192.633956448214,1.30955990363903,0.519942150372929,2.5186646297088,0.0117800799267297,0.0942131693479381
"42","ENSMUSG00000005043",147.0638589697,0.630219381124494,0.25021052532246,2.51875647642039,0.011777007774914,0.0942131693479381
"43","ENSMUSG00000107996",9.75116796469597,2.24201771213985,0.888914939305303,2.52219600886898,0.0116624703223572,0.0934905782210623
"44","ENSMUSG00000037999",15.4302728736099,1.79221219433797,0.710270527023366,2.52328109663913,0.0116265422063523,0.0932388875768974
"45","ENSMUSG00000002985",822.236908185152,1.43551377706371,0.56877523274483,2.52386829527742,0.0116071405729262,0.0931195862415891
"46","ENSMUSG00000049551",2.74448471389789,4.55069613704739,1.80024030123914,2.52782705392999,0.0114770872287301,0.0922560550753155
"47","ENSMUSG00000108893",3.72991096324475,3.9730783120759,1.57084724549758,2.52925822256982,0.0114303896745127,0.0920244752433966
"48","ENSMUSG00000070471",39.412862362724,0.9676867581899,0.381948631121164,2.53355210450519,0.0112912952196508,0.091299475166825
"49","ENSMUSG00000042436",15.7699015936423,2.2298309003343,0.878389928640649,2.53854333665354,0.0111315015614609,0.0904319143828436
"50","ENSMUSG00000103846",2.80475003761595,4.61661800530693,1.81827622867273,2.5390080629701,0.0111167261215754,0.0903475474446201
"51","ENSMUSG00000084821",7.46753598391449,2.64032016233987,1.03960967666977,2.53972257241557,0.0110940430960198,0.0901988221374538
"52","ENSMUSG00000037321",28.2567662560882,1.21300581309175,0.477310254707827,2.54133616683818,0.011042968663483,0.0898190550028273
"53","ENSMUSG00000079048",8.27650844692929,2.40788248239867,0.947411032932409,2.54153941499482,0.0110365501707512,0.0898190550028273
"54","ENSMUSG00000103209",5.58370650817654,3.69158551993836,1.45215172384375,2.5421486331793,0.0110173311648374,0.0898086625180116
"55","ENSMUSG00000064373",12.7024487490314,2.64230391672766,1.03850357760339,2.54433780846999,0.0109485144357021,0.0893687148186746
"56","ENSMUSG00000037820",21.900078439341,1.92688169346481,0.757233953864831,2.54463192469149,0.0109392980583411,0.0893289188271996
"57","ENSMUSG00000097563",3.98298526201212,4.09825247759522,1.61054268530555,2.54464070712768,0.0109390229594119,0.0893289188271996
"58","ENSMUSG00000020992",86.1940608186482,0.626462445030612,0.246038386170066,2.54619799285136,0.0108903400013622,0.0890351277505088
"59","ENSMUSG00000050936",32.2822624156158,6.59327016673239,2.58177038247299,2.55377868283427,0.0106560965271979,0.0876423478563862
"60","ENSMUSG00000110928",27.6416036063982,1.32690774397071,0.51941037850591,2.55464233846766,0.0106296959131423,0.0875301650662834
"61","ENSMUSG00000020228",48.1427720745369,1.04629758471057,0.409539878694171,2.55481245940376,0.0106245024425277,0.0875301650662834
"62","ENSMUSG00000033501",46.9727409119383,2.50489103226229,0.980287904739243,2.55526057207509,0.0106108332087946,0.0875121102396802
"63","ENSMUSG00000038642",6.5828341506073,4.19449857200164,1.63942315877659,2.55852099535532,0.0105118472344569,0.086907510000263
"64","ENSMUSG00000117356",32.6809051919464,1.01898552939737,0.397555704104683,2.56312642197445,0.0103734268785508,0.0860396526831194
"65","ENSMUSG00000074763",2.89871329876879,4.62513468715123,1.80398917278908,2.56383727625176,0.010352206613504,0.0858982692309217
"66","ENSMUSG00000101643",185.72446056734,0.773195654084582,0.301440662858197,2.56500117387384,0.0103175455956025,0.0856452009948801
"67","ENSMUSG00000047875",91.7888548654848,0.789649509323413,0.307779796789203,2.56563139478658,0.0102988206741715,0.0855587936346794
"68","ENSMUSG00000022178",10.3934406987493,2.00232132021446,0.780362957832798,2.56588463114042,0.0102913051194985,0.0855587936346794
"69","ENSMUSG00000050147",71.9287404111424,0.85940376436226,0.334388861868922,2.57007293711577,0.0101677105203421,0.0847432754506279
"70","ENSMUSG00000093688",8.40516584829676,2.28770943433423,0.889647072751297,2.57147975236891,0.0101264936624204,0.0846397183530818
"71","ENSMUSG00000106607",2.64418866718056,4.5241325351846,1.75934455048698,2.57148750876134,0.0101262668287026,0.0846397183530818
"72","ENSMUSG00000105818",10.7824598780067,2.11083778859149,0.820727098068508,2.57191189807077,0.0101138625654555,0.08460287149266
"73","ENSMUSG00000097068",2.73418839402072,4.57516904854683,1.77842932510638,2.57258974757018,0.0100940781032377,0.0845404717983008
"74","ENSMUSG00000087400",13.0421014360999,2.03215473693263,0.789562155322565,2.57377424086698,0.0100595888921591,0.0843890013138401
"75","ENSMUSG00000022816",23.6222399728449,1.85627069987755,0.720973112365958,2.57467396223139,0.0100334616352629,0.0842385040923865
"76","ENSMUSG00000113880",6.69295342909439,2.74632109054978,1.06652471887816,2.57501869571157,0.0100234668501964,0.0841889391197316
"77","ENSMUSG00000108214",6.00761694055282,2.87228013845077,1.11518807176549,2.57560156100268,0.0100065881295271,0.0841775182049686
"78","ENSMUSG00000041231",119.149996748716,0.600069375656777,0.232855978388563,2.57699793584621,0.00996625457793365,0.0840170367491678
"79","ENSMUSG00000097375",57.3252300656913,0.787701036035476,0.305034159611194,2.58233712919072,0.00981336698934977,0.0829320188529115
"80","ENSMUSG00000048108",2.95983652630686,4.65777445456125,1.80344720113383,2.58270630359065,0.00980287335697574,0.0829114377064721
"81","ENSMUSG00000103004",3.79444819129811,4.04988401329738,1.56677741077614,2.58484963176177,0.00974214744088136,0.0824656149890813
"82","ENSMUSG00000020733",17.1356337272111,1.75407403155846,0.678294634556355,2.58600605429486,0.00970952250521099,0.0822910025173936
"83","ENSMUSG00000030450",3.34698474398643,4.87466281577585,1.88497278475277,2.58606535606571,0.00970785211462648,0.0822910025173936
"84","ENSMUSG00000055078",37.4794444499427,0.988171747862499,0.381818047157723,2.58806977621542,0.00965154277564604,0.0819210394011031
"85","ENSMUSG00000106678",94.9676821818433,0.625640364599019,0.241572516063153,2.58986566350727,0.00960133916354727,0.0816768736285555
"86","ENSMUSG00000024593",18.1855223787338,1.59729414598619,0.616383282191143,2.59139758026543,0.00955869893588204,0.0813994520567299
"87","ENSMUSG00000002602",13.7312593731894,2.62159147704357,1.01161697722862,2.59148624040056,0.00955623629718693,0.0813994520567299
"88","ENSMUSG00000109465",8.88955303094902,2.34172412713817,0.903620179531837,2.59149162466846,0.00955608676108723,0.0813994520567299
"89","ENSMUSG00000033837",2.74873788987652,4.55500549804137,1.75732926320737,2.59200457956743,0.0095418501410244,0.0813954868271691
"90","ENSMUSG00000078762",27.3264187591049,1.2609249463338,0.48633535502855,2.59270672653396,0.00952239332231289,0.0812866259956181
"91","ENSMUSG00000110529",69.3901368983044,0.824206534695838,0.317450703744891,2.59632920945794,0.00942257367824126,0.0806562899961932
"92","ENSMUSG00000007097",89.8416560071618,2.19216174306202,0.844216561943,2.59668175428431,0.00941290911328298,0.0806070926896118
"93","ENSMUSG00000024981",77.0176690596869,0.715631044121127,0.275545138735917,2.5971463238442,0.00940018703749989,0.0805316606401635
"94","ENSMUSG00000025492",9.46984139618881,2.94733856156126,1.1347484921983,2.59734961696358,0.00939462475234561,0.0805175294268088
"95","ENSMUSG00000118642",21729.0832797658,0.71308650830319,0.274230567511663,2.60031737079369,0.00931375792829952,0.0800913124314866
"96","ENSMUSG00000052273",22.932043198589,1.42176875853179,0.54618747595035,2.60307828563435,0.00923908541578537,0.0796155358819227
"97","ENSMUSG00000078670",5.71704404784787,3.7704865028445,1.44821317619421,2.60354384618503,0.00922654650576124,0.0795407934627376
"98","ENSMUSG00000021127",125.35546071147,1.75721848782314,0.674900546147735,2.60367027090608,0.00922314414057056,0.0795407934627376
"99","ENSMUSG00000030254",87.578004347534,0.724322145905968,0.278147463680338,2.6040940166127,0.00921174838340029,0.0794798147730026
"100","ENSMUSG00000035435",3.91814347748756,4.03432640797002,1.54919843340586,2.60413793415779,0.00921056803158592,0.0794798147730026
"101","ENSMUSG00000106048",13.9432526711359,1.89407571735473,0.726274995569773,2.60793188380223,0.00910910789023154,0.0788587388158118
"102","ENSMUSG00000021032",39.5844216783291,1.03439854982745,0.395781298278314,2.61356095987147,0.00896040972931636,0.0780149560742531
"103","ENSMUSG00000107707",6.07991637718535,3.27062662790572,1.25105837850876,2.61428777752502,0.0089413689282985,0.0779641905959858
"104","ENSMUSG00000048758",108.507600637977,0.772727378673822,0.295111466476517,2.61842546445179,0.00883365875596186,0.0772870025000778
"105","ENSMUSG00000085925",32.3228528514413,1.06630027026276,0.406908828704851,2.6204893947784,0.00878036610481511,0.0769188478948
"106","ENSMUSG00000107431",2.81670691343249,4.59690234371428,1.75067167814489,2.6257935174832,0.00864472402402568,0.0760218508403421
"107","ENSMUSG00000010122",56.0769050900025,1.04289336399096,0.397074602120489,2.62644187873417,0.00862827263857568,0.0759420848402953
"108","ENSMUSG00000066026",588.920229101712,1.08894836703892,0.413549564597712,2.63317498133075,0.00845907542834116,0.0749433584128528
"109","ENSMUSG00000116226",15.1117056801179,1.87239296418537,0.711066593377605,2.63321745336312,0.00845801762621901,0.0749433584128528
"110","ENSMUSG00000104735",2.89756049501524,4.65933632877363,1.76742431649563,2.63622961689921,0.00838329815458413,0.0744225666199449
"111","ENSMUSG00000039153",220.029297499313,0.595134896056832,0.225679388655753,2.63708130193776,0.00836227867500382,0.0743321687145696
"112","ENSMUSG00000116626",5.70690037085145,3.10451364479801,1.17695596644092,2.63774833835625,0.00834584923355158,0.0742823899342666
"113","ENSMUSG00000106557",9.59753946155942,2.24292703199665,0.84993223299456,2.63894807718277,0.00831637172532197,0.0740841114128465
"114","ENSMUSG00000106603",6.69508898942629,3.43235627231846,1.30052924780369,2.63919960132766,0.00831020361645115,0.074061225647177
"115","ENSMUSG00000046318",3.38700757958434,4.90305784787432,1.85292885458081,2.64611230795667,0.00814227787756426,0.0728486061584858
"116","ENSMUSG00000004651",3.89078692586729,5.09874797698174,1.92666937682761,2.64640526200565,0.00813522890650187,0.0728486061584858
"117","ENSMUSG00000041644",13.4468331683114,1.79214118088391,0.675893886491762,2.65151263637855,0.00801321144523164,0.0720069279999898
"118","ENSMUSG00000115276",44.0799049239061,1.05766403454171,0.398647143779227,2.65313335626818,0.00797483567122434,0.0717874752591664
"119","ENSMUSG00000029561",16.985929463948,2.04608040853417,0.771020472281154,2.65373032505947,0.00796074203580675,0.0717233579740942
"120","ENSMUSG00000063558",3.23192634916099,4.83091490523777,1.81797841375218,2.65730047655907,0.00787692014919772,0.071189313632345
"121","ENSMUSG00000110050",21.7308945919483,1.36827203306501,0.514654462172152,2.6586226947107,0.00784607759960365,0.0710323734468297
"122","ENSMUSG00000106092",8.07267191962582,2.5172536421746,0.946003282952552,2.66093541908021,0.00779239015463599,0.0707328349023812
"123","ENSMUSG00000098293",16.5994336094757,1.57176678520678,0.590583993070596,2.66137721924152,0.00778217175607999,0.0706714608987705
"124","ENSMUSG00000104030",8.09236074084282,2.78780641222938,1.04736962868073,2.66172164619754,0.00777421383316861,0.0706615601850458
"125","ENSMUSG00000067017",10.3398642698246,2.61255039418152,0.981473688405962,2.66186493335815,0.0077709053572802,0.0706615601850458
"126","ENSMUSG00000053007",34.8380937347923,1.29235218543578,0.485350404610568,2.6627199094904,0.0077511903148947,0.0705457736841677
"127","ENSMUSG00000043913",2.72130295961601,4.56107995931718,1.71182713892204,2.6644512495516,0.0077114042656904,0.0703080536018507
"128","ENSMUSG00000032198",140.101577624539,0.656169274862001,0.246092888583384,2.66634797388576,0.0076680278593766,0.0699745797296016
"129","ENSMUSG00000113557",12.1339263193501,2.33665066879456,0.875830870238577,2.6679245367979,0.00763213983120998,0.0698328917059311
"130","ENSMUSG00000106049",8.72897416898186,2.65562706816837,0.9948886582198,2.66927062262445,0.0076016174916342,0.0695845572699505
