"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000051951",131.05695276827,0.964176916395301,0.214913055910816,4.48635804050645,7.24509515526335e-06,0.000156275923456541
"ENSMUSG00000025900",76.17186700444,-0.7927790190163,0.283407897102639,-2.79730743963421,0.00515304735707749,0.0379925301626934
"ENSMUSG00000048960",33.1087157262528,1.38045171287392,0.497540658824736,2.77455055861113,0.0055278041205154,0.0401215263719359
"ENSMUSG00000025932",27.4747751249649,-1.54550051825906,0.482492824157324,-3.20315752044246,0.00135929609212045,0.0132366405863768
"ENSMUSG00000026077",148.807954466728,0.763297725599833,0.18108913163506,4.21503885245895,2.49735192383061e-05,0.000459077934405884
"ENSMUSG00000050967",95.902780585237,-0.942055317104821,0.228047660758518,-4.13095803733051,3.61254527898989e-05,0.000631526433956752
"ENSMUSG00000025986",713.074023372072,0.847029445802861,0.116369995160524,7.27876154531453,3.36898561790918e-13,3.12517232348015e-11
"ENSMUSG00000100213",54.401799768445,0.893301650555496,0.342320532511917,2.6095473853132,0.00906620887980127,0.0582677293164
"ENSMUSG00000026109",17.8172526112717,1.40302661873634,0.541518116281728,2.59091353835041,0.00957215374558862,0.0607409740249926
"ENSMUSG00000026104",487.227728791071,0.599677082298868,0.119058085475921,5.03684466201291,4.73268545372022e-07,1.3759082637917e-05
"ENSMUSG00000002881",1183.8016208113,-1.06581849050899,0.111839610088537,-9.52988381902655,1.57459349252157e-21,3.94829318249783e-19
"ENSMUSG00000101429",21.4994040551716,3.23117676640149,0.73260289544153,4.41054326498956,1.0311160089484e-05,0.000210526077755775
"ENSMUSG00000103821",28.2804669147883,-1.22489795331413,0.432477133306411,-2.83228374168464,0.00462168169973526,0.0353016410839369
"ENSMUSG00000025969",1644.68817692133,-0.69551171632146,0.111334347998923,-6.24705429027339,4.18265710562369e-10,2.32764850766138e-08
"ENSMUSG00000027520",122.209397627622,-1.06964977929136,0.214917047960723,-4.97703550947174,6.45654805574341e-07,1.81144551046451e-05
"ENSMUSG00000044816",56.8458959391086,1.04463883889962,0.311571508259731,3.35280605320558,0.000799967419545637,0.00870815739864614
"ENSMUSG00000073652",74.8762767388975,-0.741827398139654,0.291530079270308,-2.54459985740212,0.0109403025786459,0.0673197759900724
"ENSMUSG00000026185",567.988422824557,0.948785553334444,0.175485957683017,5.4066180899115,6.42258876696372e-08,2.26030053798758e-06
"ENSMUSG00000026179",1555.96134037409,-0.846216045581706,0.0839238360703088,-10.0831430640608,6.55936593105098e-24,2.02432123964435e-21
"ENSMUSG00000073650",15.0903860110542,-1.86186797889495,0.614621463822894,-3.02929215539315,0.00245127507166198,0.0213677687941507
"ENSMUSG00000026167",106.230761313245,-1.62311528140208,0.571841366027384,-2.83840130817739,0.0045340138120322,0.0347146248356359
